i_episode,total_reward,score,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
454,199.538000556,2.37545238757,5.0399999999999805,-8.42605807959,8.61282217246,126.018505696,2.33005913089,2.25420926107,0.0,-0.747349153629,3.19588020461,9.48515807848,-28.6754176837,-28.6531900804,0.0,899.705960568,99.951745427,900.673164211,99.8461291538
455,199.126932175,2.37055871637,5.0399999999999805,-8.25886906232,0.464261441083,125.590512293,0.211950829939,1.08123589954,0.0,1.03643358342,-2.06874248139,5.36865332007,-19.1198244348,-18.8576005714,0.0,899.553181603,100.379259494,900.240402972,100.341741433
456,198.875026494,2.36755983921,5.0399999999999805,-9.03951411855,-4.88592676089,126.146090058,2.26550916435,2.33607166517,0.0,-0.891529680552,-2.93624512765,9.6253444505,-28.659117308,-28.6601605495,0.0,900.019314758,100.214046622,900.07448599,100.230373087
457,198.062630531,2.3578884587,5.0399999999999805,-9.14778894729,4.89921125636,126.036025315,2.3661003638,2.34008022112,0.0,-0.857006323247,1.44051885971,9.59376883749,-28.6620861181,-28.6685192199,0.0,900.067758566,99.9269344592,900.103027315,99.758851857
458,198.913363899,2.36801623689,5.0399999999999805,-8.91492162963,3.4576277285,126.247555094,2.30774233471,2.30813258574,0.0,-0.835210428286,0.771273309176,9.66271283897,-28.6613883426,-28.6421796621,0.0,899.541108184,100.154323442,899.963523493,99.3827776098
459,198.679113219,2.36522753833,5.0399999999999805,-8.86201801998,3.97891842059,126.154808229,2.33030426625,2.3427580829,0.0,-0.812213916271,0.619068295921,9.62494231755,-28.6315149252,-28.643066901,0.0,899.362821846,99.4359620919,899.065226763,100.263202493
460,198.954601738,2.36850716355,5.0399999999999805,-8.56802676343,7.73020085322,126.057312351,2.31514685308,2.26739434332,0.0,-0.772358578377,2.29300308257,9.56933761825,-28.6474241283,-28.6688705654,0.0,900.183276318,99.7124682498,899.588299149,100.102701198
461,198.544679272,2.36362713419,5.0399999999999805,-9.32682243646,-0.126828806571,126.073325105,3.31274867944,3.18198280902,0.0,-2.78167252607,1.83655117528,7.77101598757,-21.4332689358,-20.7695000575,0.0,899.881049732,100.201870252,900.121787311,99.8662935134
462,198.936384776,2.36829029495,5.0399999999999805,-8.87997043054,-0.048954626851,126.288002906,2.26437825216,2.31554358115,0.0,-0.843624264925,-1.10896967259,9.68708356917,-28.6676461517,-28.6662541593,0.0,900.432616847,100.413762303,900.259900782,99.5281209638
463,199.433743582,2.37421123312,5.0399999999999805,-8.41117878596,5.51240463903,126.243908986,2.29041920492,2.27048565439,0.0,-0.752245900344,1.24729847776,9.65186646542,-28.6682792094,-28.6668853046,0.0,900.197783293,99.3968090116,900.405863504,100.279248326
464,198.404821481,2.36196216048,5.0399999999999805,-8.76035664315,5.59243894736,126.113504123,2.3128517505,2.30793110484,0.0,-0.797710391192,1.15660990281,9.6217645155,-28.6700975884,-28.6801702331,0.0,900.64742593,100.101701902,900.383866693,99.6379232516
465,198.969103289,2.36867980106,5.0399999999999805,-8.55522274649,7.88513343575,126.026605189,2.33738804609,2.28146291735,0.0,-0.76159987446,2.58106456565,9.53084512275,-28.6491283295,-28.651369812,0.0,899.693297737,99.9409004068,899.622261719,100.026535231
466,199.20347516,2.37146994238,5.0399999999999805,-8.62761027575,2.02048245693,126.352273484,2.23807706297,2.26134977324,0.0,-0.810194211299,-0.320875747372,9.71776366072,-28.6673265207,-28.678526009,0.0,900.627035266,99.3976932026,900.259760921,100.499219796
467,199.186980874,2.37127358183,5.0399999999999805,-8.88653079592,-0.12436212403,126.083642398,2.46234555914,2.58537761345,0.0,-0.676701626471,-2.10693511799,9.13394365249,-27.1278506165,-27.388123738,0.0,900.368240842,100.101132352,900.115280937,100.179555064
468,198.608208014,2.36438342874,5.0399999999999805,-9.1699439459,1.50297595748,126.241021893,2.32262877986,2.32611177853,0.0,-0.881605563409,0.243767571931,9.67890024294,-28.6720155567,-28.6797571193,0.0,900.611505824,99.8514261808,900.291662795,99.1125876248
469,199.094961006,2.37017810722,5.0399999999999805,-8.92631909093,-1.7821802802,126.298890481,2.25313479873,2.30615299237,0.0,-0.864407114042,-1.56819265508,9.70191220972,-28.6695379638,-28.6618589213,0.0,900.18303623,100.477585687,900.258523117,99.6988670114
470,199.422580085,2.37407833434,5.0399999999999805,-8.83319249017,0.0143609365179,126.334805573,2.3208796032,2.31294293214,0.0,-0.842940095107,-0.275328920761,9.71190732562,-28.6698094333,-28.6276187525,0.0,899.018177102,100.250136565,900.307952513,99.6484309375
471,198.591933974,2.36418969016,5.0399999999999805,-8.63205672289,5.05816893402,126.119983158,2.31540427695,2.31897380532,0.0,-0.773198675494,0.772316716535,9.62847408302,-28.6634500681,-28.6546617673,0.0,900.065243027,99.8731600793,900.030582696,99.5552795069
472,198.149701729,2.35892502059,5.0399999999999805,-9.0827519096,3.16824370853,126.144234959,2.32565207973,2.32843481096,0.0,-0.859588148435,0.501436226192,9.65239174533,-28.6644479109,-28.6521376433,0.0,899.811655359,100.365950944,900.16663335,99.91069745
473,199.068914716,2.36986803233,5.0399999999999805,-8.46455411946,9.35651959927,125.938481833,2.31060690994,2.28026812143,0.0,-0.734785178839,2.94134629826,9.49529780247,-28.6670267283,-28.6599232507,0.0,900.230031157,100.355523707,900.187702928,100.740948723
474,199.068553847,2.36986373628,5.0399999999999805,-8.75864513559,3.2043730583,126.249603951,2.27902712057,2.3085281655,0.0,-0.807130062731,0.279607359267,9.67264711229,-28.6623109951,-28.6506319732,0.0,899.946616771,100.293824391,900.02790535,99.8556405926
475,199.860882162,2.37929621621,5.0399999999999805,-8.44759259225,3.63700707626,126.317369814,2.27947540464,2.30453221407,0.0,-0.752681381365,0.329728438688,9.66963431975,-28.6477832937,-28.6547162355,0.0,899.911241091,100.327560131,899.765411291,99.9475019117
476,198.755384197,2.36613552615,5.0399999999999805,-8.31337537005,10.4818014172,125.842530826,2.32543042951,2.26514066142,0.0,-0.716629733437,3.41298451651,9.4434734007,-28.6643601275,-28.6332434604,0.0,899.045254087,99.8559221349,900.115684127,99.7962608718
477,199.161066511,2.37096507752,5.0399999999999805,-9.00239229926,-5.56900149992,126.166371001,2.24708442834,2.32649945168,0.0,-0.889857272078,-3.28544390013,9.60505863713,-28.664560395,-28.6481002983,0.0,899.570876958,100.336691101,900.268003903,100.159094545
478,198.219310867,2.3597537008,5.0399999999999805,-8.60704933752,10.2968324169,125.767424307,2.3715702259,2.26172241032,0.0,-0.768191841261,3.7844574921,9.39376608201,-28.6673898985,-28.6707182786,0.0,900.471965077,100.339078807,900.358860339,99.7501016275
479,198.834592362,2.36707848049,5.0399999999999805,-8.91671876817,-1.79240669434,126.226200347,2.27998624703,2.33640483752,0.0,-0.851043531958,-1.76868176062,9.67066619854,-28.6597283617,-28.6410309676,0.0,899.370235367,99.5305269226,900.065870801,100.429120312
480,198.854332739,2.36731348499,5.0399999999999805,-8.83723472355,2.87302559772,126.205992009,2.3394278213,2.32709175646,0.0,-0.817312907674,0.485434980609,9.65770634874,-28.6481094456,-28.6695813298,0.0,900.299674738,100.016958768,899.473361629,99.5374832187
481,199.22461139,2.37172156416,5.0399999999999805,-8.93096353708,-1.49719336724,126.349023646,2.27589913125,2.27808069088,0.0,-0.878474685019,-0.974258191694,9.73776729567,-28.6507637604,-28.6649459433,0.0,900.151530602,100.460343181,899.587258791,99.6677495494
482,198.847423789,2.36723123558,5.0399999999999805,-9.02419267245,-0.33731817717,126.299113425,2.31042986511,2.30663601947,0.0,-0.874703980912,-0.447109230436,9.70838736519,-28.6703401599,-28.6650975784,0.0,900.293232248,99.8975650257,900.358734371,99.3251491711
483,199.823203121,2.3788476562,5.0399999999999805,-8.63524914104,-0.534162463875,126.393235258,2.29797418773,2.28791252605,0.0,-0.81721493933,-0.687205198255,9.72772040079,-28.6282836156,-28.6694231057,0.0,900.441365455,100.37655677,899.112566334,100.37666949
484,199.437070475,2.37425083898,5.0399999999999805,-8.60815345343,3.0269818051,126.285166828,2.29954043394,2.31149794955,0.0,-0.786018520242,0.297771567664,9.67228299821,-28.6459334313,-28.6480387804,0.0,899.501402016,99.5156352552,899.501742417,99.5997075681
485,199.360303925,2.37333695149,5.0399999999999805,-8.14242874139,10.7908925272,125.870993571,2.32394944161,2.25162884994,0.0,-0.689228183547,3.47256186911,9.44780562042,-28.6700231022,-28.6737327261,0.0,900.612857771,100.535576614,900.42667011,100.235723517
486,198.502865552,2.36312935181,5.0399999999999805,-9.28506880657,-9.58171543647,125.8988281,2.2238002026,2.33631598431,0.0,-0.959460960744,-4.68329183779,9.49094936326,-28.6535992958,-28.6554297235,0.0,899.899970413,100.210018443,899.865852657,101.00011564
487,198.63317983,2.36468071226,5.0399999999999805,-9.14905264201,-3.7238477315,126.162415946,2.30203703219,2.3542488161,0.0,-0.899050591467,-2.40080046715,9.6394037284,-28.6421137982,-28.6698200384,0.0,900.243499001,99.6284267658,899.4726199,100.152895697
488,198.830431924,2.36702895148,5.0399999999999805,-8.90992159283,0.79527934377,126.317439892,2.3049085123,2.30025765465,0.0,-0.853935322259,-0.19409326569,9.70723946189,-28.6506224788,-28.6638726387,0.0,900.217976741,99.7274229962,899.848943344,99.987913036
489,198.570431471,2.36393370799,5.0399999999999805,-8.86821268594,5.66271964977,126.119259972,2.33902803363,2.30579956655,0.0,-0.820973092036,1.8121632794,9.59745538328,-28.6747808812,-28.6508884227,0.0,899.893817583,100.46314026,900.572146591,100.655647061
490,198.622600713,2.36455477039,5.0399999999999805,-9.00001549423,-0.411079211522,126.223123552,2.31853630373,2.339035996,0.0,-0.866086002948,-0.995693534259,9.67521298677,-28.6395352028,-28.6564589859,0.0,900.00526408,100.45332945,899.549565247,100.189556007
491,198.846420722,2.36721929431,5.0399999999999805,-9.17296392864,-8.63555472701,126.057050918,2.25539009565,2.29852866402,0.0,-0.954991823019,-3.5254587347,9.64876702543,-28.6512945135,-28.6447162858,0.0,899.50124619,99.9637140844,899.76237224,99.3977874113
492,198.541215483,2.36358589861,5.0399999999999805,-9.11519003162,0.309494945892,126.236176906,2.32614097896,2.33513298919,0.0,-0.877861048106,-0.383767458632,9.68831520422,-28.6469975806,-28.6646562219,0.0,900.176879576,100.565076297,899.575230648,100.503908723
493,198.876778614,2.36758069778,5.0399999999999805,-8.60179730943,8.83015309854,125.910147681,2.35942678945,2.29065989372,0.0,-0.763138146298,3.01629029182,9.47365924785,-28.6653320468,-28.6283464333,0.0,897.991350534,99.8363199983,900.226563645,99.5993834244
494,199.229743133,2.37178265635,5.0399999999999805,-8.98186565351,-5.17664347522,126.263976018,2.23583204187,2.30741649462,0.0,-0.891811520136,-2.86012883649,9.66104753262,-28.6535059312,-28.6426198547,0.0,899.457771369,100.04343893,899.818122996,99.4806712589
495,197.985746066,2.35697316745,5.0399999999999805,-9.58412528481,0.834214773918,125.727544913,5.73871333756,3.78752984303,0.0,-2.97723432636,0.0978109027083,7.28360147513,-8.61182890127,6.6262736385,0.0,273.910922835,149.403759233,845.85451424,119.55388587
496,199.318558324,2.37283998005,5.0399999999999805,-8.86974262211,-0.24566834183,126.350510288,2.28799622397,2.33232730619,0.0,-0.836749574484,-0.670198495951,9.6937526748,-28.6625597602,-28.6427205156,0.0,899.584762226,100.542677305,900.087080707,99.4663011914
497,199.86121123,2.37930013369,5.0399999999999805,-8.49090929959,1.68549032971,126.342710752,2.28885202162,2.31083514164,0.0,-0.766216446942,-0.267686875456,9.69026093267,-28.6672968978,-28.6699037956,0.0,900.370227286,100.182290128,900.322979003,99.4827974195
498,199.145139421,2.3707754693,5.0399999999999805,-8.7288220324,2.34245314808,126.292134485,2.31163385526,2.30812239554,0.0,-0.807863916329,0.266846609003,9.6845741462,-28.6471918224,-28.6519114211,0.0,899.611014706,99.7908157364,899.719559913,100.086330694
499,198.505874163,2.36316516861,5.0399999999999805,-9.11430891805,-0.76098923701,126.170243,2.29600653114,2.36461750454,0.0,-0.869393791904,-1.51774004107,9.64149386814,-28.6689885497,-28.644557424,0.0,899.345507181,99.8433177881,900.248003967,99.5596092409
500,199.450940017,2.37441595258,5.0399999999999805,-8.75463998745,2.45281269784,126.311665332,2.30072416274,2.29238440035,0.0,-0.819881888656,0.430610003459,9.69177006319,-28.6602019688,-28.6578272965,0.0,900.090384837,100.300934299,900.161350305,100.099391412
501,199.266421825,2.37221930744,5.0399999999999805,-8.53138803542,7.16551088815,126.118245011,2.29567414168,2.28788959586,0.0,-0.757359876357,1.76049208839,9.59583400229,-28.6725635127,-28.6636222766,0.0,900.076273324,99.1644470812,900.46449637,100.288144157
502,200.749670348,2.38987702795,5.0399999999999805,-8.45345604454,-2.21724627814,126.479109791,2.21126485592,2.26470369446,0.0,-0.800188549714,-1.89530041052,9.71911380726,-28.6590283941,-28.6607255159,0.0,900.078067512,100.305182987,899.98310272,99.6087040109
503,198.42191663,2.36216567417,5.0399999999999805,-9.18439777926,-2.12185355831,126.185494744,2.42784008399,2.34841800862,0.0,-0.917241159383,-0.925389291704,9.66299494581,-28.672220561,-28.6592079061,0.0,899.854454663,99.7721715369,900.699726965,100.04216761
504,198.320337743,2.3609564017,5.0399999999999805,-9.3316285827,-7.05604115232,126.079644083,2.25430138764,2.32551272741,0.0,-0.959339448702,-3.55470646907,9.60427858567,-28.6354043495,-28.6820882149,0.0,900.824678193,99.8694208636,899.172200633,100.161844959
505,199.469465993,2.37463649991,5.0399999999999805,-8.62252976549,0.595520514896,126.260008637,2.29146511252,2.33577134486,0.0,-0.787018375921,-1.10146213804,9.66063628372,-28.6568434766,-28.6625491998,0.0,899.945269195,99.8885839857,899.705188731,99.8066461772
506,199.061670212,2.36978178824,5.0399999999999805,-8.73115869162,2.51867559269,126.308040262,2.28967210775,2.29965192893,0.0,-0.812018946466,0.237490488296,9.68992080243,-28.6480709382,-28.64485267,0.0,899.554254376,99.9794695966,899.588128938,99.854660876
507,199.887058983,2.37960784503,5.0399999999999805,-8.67367390407,0.0587481128275,126.371511906,2.29701327358,2.32389892864,0.0,-0.806602005823,-0.787917417013,9.69548166842,-28.6366009062,-28.644179341,0.0,899.671077712,100.433263073,899.342645533,100.080902364
508,198.892053975,2.36776254732,5.0399999999999805,-9.10191277934,-0.479072360874,126.299134703,2.28814020984,2.30200399236,0.0,-0.89135263269,-0.634015197339,9.71997139114,-28.6775225466,-28.6757458425,0.0,900.527723955,100.045111898,900.466001122,99.944268221
509,198.673306555,2.36515841137,5.0399999999999805,-8.78340113637,5.53605346993,126.12971368,2.34994518467,2.27621245078,0.0,-0.818818659282,2.06126762788,9.59767775711,-28.6377017857,-28.6735426959,0.0,900.500806426,99.9602330158,899.272421254,100.431484197
510,199.274739774,2.37231833065,5.0399999999999805,-8.5059304073,5.02539508222,126.202013071,2.26852630082,2.30673520547,0.0,-0.753816778339,0.661071760332,9.64364393239,-28.664478694,-28.6502589639,0.0,899.625924201,99.6562912469,899.924441841,99.2231550325
511,199.197231621,2.37139561454,5.0399999999999805,-8.43532028416,9.85322003817,125.927373572,2.33430848169,2.23931805876,0.0,-0.752337096769,3.61693307603,9.43592717358,-28.6384853875,-28.6762442915,0.0,900.555443848,100.276448288,899.53280027,100.533620543
512,199.627292558,2.37651538759,5.0399999999999805,-8.73673046435,-0.319662434569,126.386502472,2.23263289406,2.29466501933,0.0,-0.824958173331,-1.16096655428,9.69997804301,-28.6539330403,-28.647386255,0.0,899.770595596,100.022817366,899.815774068,99.6392077593
513,199.518881255,2.37522477685,5.0399999999999805,-8.62331534176,2.31320413811,126.341963226,2.28860511137,2.295036315,0.0,-0.794823104087,0.0773703007613,9.6956148198,-28.6437089226,-28.6563162968,0.0,900.118381378,100.740625668,899.560480034,100.292581198
514,199.439979289,2.37428546773,5.0399999999999805,-8.79751163403,2.21875418259,126.298078316,2.32791240814,2.29242088975,0.0,-0.826807852766,0.701166488427,9.68198899433,-28.6502764964,-28.6724524367,0.0,900.316335436,99.5427154181,899.669274002,99.9562865865
515,199.440449536,2.37429106591,5.0399999999999805,-8.8048405958,1.16453086435,126.328609267,2.30108204557,2.29978060095,0.0,-0.831120768835,0.0525379652627,9.70233558565,-28.6521920293,-28.6675187377,0.0,900.216499206,99.9854707127,899.927093259,100.269432162
516,199.680209598,2.37714535236,5.0399999999999805,-8.71632633137,2.43820760752,126.381661648,2.26879005497,2.26469378078,0.0,-0.824866758051,0.482925974672,9.71299623962,-28.6608533866,-28.6655419886,0.0,900.275037461,100.056455266,899.97877716,100.147747701
517,199.425235774,2.37410994969,5.0399999999999805,-8.87845766306,-2.9022292169,126.309043906,2.2523599038,2.30813757198,0.0,-0.859956965663,-1.95222939187,9.69957662441,-28.6806811091,-28.6597671372,0.0,899.924042921,99.5750636222,900.66626643,100.46568852
518,199.3732212,2.37349072857,5.0399999999999805,-8.9042461623,-0.0916857083594,126.336082785,2.56565218943,2.29015013406,0.0,-0.901271451846,0.133477678972,9.57989873982,-28.6224930485,-28.6534137071,0.0,899.867911611,99.3435942248,899.25428028,100.389655097
519,198.300865849,2.36072459344,5.0399999999999805,-8.71757494011,4.05740009326,126.112639682,2.32046621907,2.32965069194,0.0,-0.790650122174,0.465468782709,9.64325015014,-28.6629230537,-28.6616964269,0.0,900.234355177,100.040104738,900.204177568,100.276599314
520,199.452242228,2.3744314551,5.0399999999999805,-8.7169702408,3.64999171734,126.248527265,2.33453574223,2.30650780273,0.0,-0.801447789745,1.08612243467,9.65448398335,-28.6570153145,-28.6671760247,0.0,900.258307643,99.9404780501,899.987182086,99.705605395
521,199.243980917,2.37195215377,5.0399999999999805,-9.00993285444,-3.72595377956,126.314140689,2.27760335793,2.31024688002,0.0,-0.891502085045,-1.87058471058,9.70321792838,-28.645155367,-28.6675103647,0.0,900.30772338,100.064019231,899.714367353,100.559814848
522,200.92871818,2.39200854977,5.0399999999999805,-8.29528196063,2.50121226391,126.514542092,2.25998819391,2.24086458997,0.0,-0.759709802735,0.432420693204,9.73226913516,-28.6476372889,-28.6406666197,0.0,899.239820111,99.9349181016,899.608938409,99.8215529469
523,198.458799608,2.36260475724,5.0399999999999805,-9.23382194159,-3.52279604687,126.211840577,2.2287783536,2.32678245964,0.0,-0.919102732626,-2.57195511528,9.64740166836,-28.6862610623,-28.6769270594,0.0,900.731362364,100.446509615,900.83264512,100.184459627
524,198.953627841,2.36849556953,5.0399999999999805,-8.81114687755,0.365005699118,126.260540108,2.29222216016,2.3316467891,0.0,-0.823356900383,-1.05694101813,9.66799931442,-28.6466657044,-28.6494436117,0.0,899.884643644,99.946952572,899.809320895,101.053219313
525,198.561070689,2.36382227011,5.0399999999999805,-8.66871545193,7.66181498049,125.99894946,2.33687835958,2.30905524628,0.0,-0.770994308366,2.2902486234,9.53779204626,-28.661501972,-28.6371707776,0.0,899.18174474,99.1289723143,900.156138968,99.9767718413
526,198.362563725,2.36145909197,5.0399999999999805,-9.57028680214,1.17294974479,125.492593473,6.27738833433,4.62431275512,0.0,-4.1292365838,-0.882778996415,5.94248921963,26.1274743941,26.6002694025,0.0,100.941780815,900.117940069,100.417668715,899.901929663
527,198.986473936,2.36888659447,5.0399999999999805,-8.98808191253,1.35624142811,126.316236608,2.35703666318,2.37248124116,0.0,-0.87876485442,-0.0736525551071,9.66164305684,-28.6082004252,-28.607180791,0.0,898.14098166,99.9787713879,897.807859957,100.137661118
528,199.271081534,2.37227478016,5.0399999999999805,-8.82287408817,-0.628827985985,126.308162123,2.2366404031,2.31206867772,0.0,-0.836829019537,-1.59828015538,9.67590857853,-28.6625353112,-28.6630872208,0.0,900.20878844,100.148242162,900.056253717,100.386089527
529,199.065969914,2.36983297516,5.0399999999999805,-9.010224978,-3.17690546018,126.315678556,2.26125344396,2.2819984818,0.0,-0.897701651776,-1.68278547685,9.72711922228,-28.6468926776,-28.6627221454,0.0,899.987726492,100.218944431,899.460190908,99.8900492491
530,198.679673119,2.3652342038,5.0399999999999805,-9.07675478106,0.136348803166,126.277803236,2.32388681098,2.30638479613,0.0,-0.883428294253,-0.250462901236,9.70707868319,-28.6473579246,-28.6673171331,0.0,900.256033244,100.386612498,899.509053921,99.8923413771
531,199.860445951,2.37929102323,5.0399999999999805,-8.45706288472,5.00462763131,126.297915825,2.30578604355,2.27185340429,0.0,-0.759805883939,1.44155150939,9.64375988782,-28.6541459682,-28.6525824129,0.0,899.766251019,100.429089442,899.948559781,99.495071505
532,198.520547792,2.36333985467,5.0399999999999805,-8.50724521988,9.72142085946,125.887987906,2.33775714637,2.2575791231,0.0,-0.754608868528,3.19342985484,9.47422091454,-28.6628290342,-28.660613056,0.0,900.022907636,100.308384842,900.290074527,100.220724591
533,198.586136806,2.36412067626,5.0399999999999805,-9.15625942204,-2.53952344794,126.223966369,2.29302523008,2.3535073283,0.0,-0.892977134994,-1.70184577631,9.67360117661,-28.6725929431,-28.6637547456,0.0,900.382013388,100.018984311,900.338767948,99.3912095937
534,199.387450814,2.37366012874,5.0399999999999805,-8.12477770234,11.2055723369,125.863190639,2.33565738506,2.21083635283,0.0,-0.705128839129,4.15375463573,9.37801637198,-28.6528858842,-28.6740890083,0.0,900.488469381,100.125849841,899.93360518,100.057394156
535,200.152466683,2.38276746052,5.0399999999999805,-8.43578329309,4.13199324287,126.351806535,2.29728932489,2.26233228843,0.0,-0.766743711423,1.19586332854,9.66941649115,-28.6611360396,-28.6430528635,0.0,899.472300342,100.211473774,899.9324127,99.7729176642
536,199.278797203,2.37236663337,5.0399999999999805,-8.88525902578,-0.296955251911,126.352704558,2.26728052129,2.2971373304,0.0,-0.853640725233,-0.778851884774,9.71432936349,-28.6407506081,-28.6447496069,0.0,899.507286694,99.9946633193,899.441709038,100.080901917
537,198.895509014,2.36780367874,5.0399999999999805,-8.38171588553,9.89158643045,125.763172954,2.32101259195,1.68199242449,0.0,-1.33057146404,1.16113601901,7.98458992246,-28.6559538014,-20.6360446047,0.0,267.860341039,101.481219481,900.552164467,108.196189348
538,199.020884329,2.36929624201,5.0399999999999805,-8.50183421145,9.57994691081,125.912595933,2.31586503447,2.28442877029,0.0,-0.741924307339,2.96052371284,9.48175435711,-28.6487118285,-28.6410809983,0.0,899.638353224,99.8591178612,899.711013523,99.9334627977
539,199.490608701,2.37488819883,5.0399999999999805,-8.76905958588,1.01150969659,126.370326942,2.4443835491,4.9770503342,0.0,-0.850049362194,-0.487020110861,8.9629111472,-27.705924585,-19.3392063705,0.0,156.266566289,290.756665322,871.584555134,222.82694466
540,199.146840837,2.37079572425,5.0399999999999805,-8.07937184575,12.9923808054,125.650045148,2.31296037012,2.26565532442,0.0,-0.660417123502,4.13165674485,9.33919166518,-28.6799329099,-28.6465066243,0.0,899.706527336,99.3500017201,900.549286256,99.9335304108
541,198.999758864,2.36904474838,5.0399999999999805,-8.78281986508,2.11233395849,126.283284102,2.28168128922,2.31456833842,0.0,-0.815662624195,-0.156068546842,9.68347410271,-28.6699948648,-28.6604588171,0.0,899.991401327,99.7846244463,900.471909978,100.066964554
542,198.515982053,2.36328550063,5.0399999999999805,-8.87364442016,4.62161724506,126.168988532,2.30634937535,2.30212835729,0.0,-0.82619387489,0.960084337819,9.63995226906,-28.6538402886,-28.6417701682,0.0,899.463268187,100.330923311,899.776078525,99.9313514595
543,199.171987615,2.37109509066,5.0399999999999805,-8.68377304264,2.17214954048,126.21878632,2.29830571317,2.34053139795,0.0,-0.787420992038,-0.37600634928,9.66635529974,-28.6712776678,-28.6547703494,0.0,899.818525242,99.2892337286,900.327752074,100.093026747
544,198.99239841,2.36895712393,5.0399999999999805,-9.03274619212,-1.84432297885,126.258549749,2.33886902749,2.34890569308,0.0,-0.873558617893,-0.918827939246,9.69673640099,-28.6569449322,-28.6458231486,0.0,899.560295109,100.263636252,899.896142967,100.150980141
545,198.698231894,2.36545514159,5.0399999999999805,-8.61318176863,6.97765278378,126.032749478,2.30957049249,2.30707433894,0.0,-0.766095894954,1.59914493879,9.58813089013,-28.6560918029,-28.6605927988,0.0,900.067358008,99.687110289,899.843489717,100.18302003
546,199.128823627,2.37058123365,5.0399999999999805,-8.40025592676,7.67534727282,126.074277543,2.32987782499,2.27522112995,0.0,-0.740923758675,2.28364072517,9.56251135446,-28.6464753543,-28.6539428852,0.0,899.739517787,99.7901232899,899.573353928,99.7905406779
547,199.27884358,2.37236718548,5.0399999999999805,-8.39738407619,5.40917180403,126.210218734,2.27336806451,2.28079153787,0.0,-0.745167262127,0.762228107344,9.65154492644,-28.6422715434,-28.6487153453,0.0,899.543643242,100.066598058,899.362323899,99.5216788546
548,199.606731504,2.37627061314,5.0399999999999805,-8.53616886371,2.53831169845,126.370515106,2.25043593988,2.26863108039,0.0,-0.787697702559,-0.0756232324394,9.71033759122,-28.6657272622,-28.6469607085,0.0,899.639619005,100.449356004,900.218336092,100.276288611
549,198.718505642,2.36569649574,5.0399999999999805,-8.76967315834,4.11741439182,125.73209231,2.44429881293,3.83570827961,0.0,-1.63160263918,2.24034672058,6.36226163413,-28.3583950723,-20.849047563,0.0,882.219243093,100.519609737,900.060187549,100.391032565
550,199.729848718,2.37773629426,5.0399999999999805,-8.88178450401,-8.49546027615,125.997562834,2.23501759212,2.33386529898,0.0,-0.882785863213,-4.44029020575,9.51026888206,-28.6535579649,-28.6701781699,0.0,900.276245704,100.052946925,899.801671138,100.203580364
551,200.156281468,2.38281287462,5.0399999999999805,-8.21374799302,8.07384946503,126.152359705,2.30122441435,2.26001987395,0.0,-0.708889590494,2.54566877568,9.55642577673,-28.6711806531,-28.6515061363,0.0,899.782324239,100.425691163,900.492270912,100.29169883
552,198.681922264,2.36526097933,5.0399999999999805,-9.14751949045,-2.3565071501,126.270158837,2.3067803764,2.33380299133,0.0,-0.898656278488,-1.43782290873,9.69660920159,-28.6523997866,-28.6576524249,0.0,899.892777308,99.8517967282,899.697375914,99.8823440065
553,198.110143651,2.35845409109,5.0399999999999805,-8.50021972498,9.99241063792,125.504066132,2.34283032596,3.835905371,0.0,-0.376117262117,0.368232265632,6.91893727289,-28.649386401,-28.5467090266,0.0,899.635510263,100.145781216,899.702134507,99.7158241889
554,198.406425547,2.36198125652,5.0399999999999805,-8.60746525572,8.50835167352,125.899706893,2.34675404729,2.33709062682,0.0,-0.757471205695,2.23785006176,9.52186694693,-28.6604699796,-28.5690604517,0.0,895.259938656,99.9667539607,900.121388696,100.112995197
555,198.782942295,2.36646359875,5.0399999999999805,-8.95987322214,0.48343249423,126.250407981,2.29719028531,2.32541350265,0.0,-0.851504150199,-0.759989961287,9.68366073484,-28.6721570476,-28.6687250247,0.0,900.228332436,99.6396966259,900.36578946,99.423505066
556,198.436700957,2.36234167806,5.0399999999999805,-8.92267012902,4.78554532888,126.167881717,2.32372092986,2.30629035794,0.0,-0.831488600215,1.19524836351,9.6268251396,-28.6467886076,-28.6579045863,0.0,899.947983779,99.5300687918,899.541827625,99.7130924024
557,199.809795971,2.37868804728,5.0399999999999805,-8.3601641521,4.93498703655,126.281127444,2.26649996957,2.29310606626,0.0,-0.733500980997,0.648939409833,9.65904128542,-28.6643644267,-28.651166359,0.0,899.839439739,99.5677637113,900.078163576,100.010108498
558,199.095069053,2.37017939349,5.0399999999999805,-8.13687681889,12.0097253035,125.702793925,2.33460005257,2.28169380345,0.0,-0.668838232756,3.85990435597,9.37316017937,-28.6668734587,-28.6505170395,0.0,899.756981195,100.247658145,900.196646807,99.9379600866
559,199.213272914,2.37158658231,5.0399999999999805,-8.56158768356,4.38136403537,126.23823116,2.29055313254,2.28435199823,0.0,-0.777967956545,0.805203609606,9.66650085561,-28.6424096475,-28.6662495446,0.0,900.254438088,100.476356666,899.296429096,99.6752476027
