i_episode,total_reward,score,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
265,191.720603765,2.28238814006,5.0399999999999805,-9.08692520368,-2.10843494568,121.67778595,2.3075152768,4.94532031722,0.0,-1.29404233408,-1.02348886997,-1.11942235594,-3.9078752499,-28.6109787879,0.0,900.213323322,99.9340569712,99.5251259564,99.3338550431
266,96.302194618,1.14645469783,5.0399999999999805,-9.46353979467,7.29631043282,110.980519751,1.35500568267,2.24190106272,0.0,-1.90964266047,0.94858993257,-8.72554117362,-2.61010558217,-28.6519334951,0.0,899.955831535,99.9968768349,99.7348320297,100.285875329
267,184.519776888,2.19666401057,5.0399999999999805,-8.32310392239,-0.666835733626,120.906467316,5.38272285951,6.06247051268,0.0,-0.806980418989,0.171933893348,-1.34530923597,-6.06406056093,-21.1319944102,0.0,335.337875091,106.805603512,99.9195896986,100.0586677
268,-76.1787042932,-0.906889336824,5.0399999999999805,-10.3047855222,8.43874723968,67.9784195876,2.15223275974,5.86819381589,0.0,-1.97181900354,4.06376892144,-27.1213511152,-1.36859939553,28.6559553352,0.0,99.3247606257,899.77700908,99.797258483,100.000249993
269,-226.965564898,-2.94760473893,4.6199999999999894,-6.65909662777,-0.0512502765794,0.0,0.0484053274527,1.0049253196,0.0,-2.67822989227,-0.0995301803611,-46.4851237776,0.0287583414858,28.6461851421,0.0,100.395945279,899.879250601,99.4443881,99.3956774043
270,199.750376495,2.37798067255,5.0399999999999805,-8.6729189355,0.835140492905,126.380892018,2.2822676796,2.29791915318,0.0,-0.810416159145,-0.198948167011,9.71710924971,-28.6472932035,-28.638192537,0.0,899.263887658,99.6695108819,899.51862304,99.6139334659
271,198.749023195,2.36605979994,5.0399999999999805,-8.77561127963,3.41657443552,126.208372459,2.28066592558,2.31574328721,0.0,-0.808548316231,0.126445605144,9.66175037517,-28.6573968611,-28.6568920571,0.0,899.893379648,100.237686545,899.731585517,99.707113807
272,199.146021882,2.37078597479,5.0399999999999805,-8.6246820901,4.09674650966,126.270276464,2.28762295235,2.27484777056,0.0,-0.795550648646,0.88672880628,9.67380197998,-28.642173498,-28.6574860782,0.0,900.058593552,99.8055992565,899.062765013,99.8261667708
273,197.886879081,2.35579617953,5.0399999999999805,-7.76239522515,17.9449697455,123.264976869,1.76152268872,2.27728062115,0.0,-0.644320778126,6.18270916073,2.72306976176,-8.49439639944,-28.6615843631,0.0,900.224264375,100.301271735,99.938450763,99.5846111133
274,198.861440425,2.3673981003,5.0399999999999805,-9.20385176203,-5.8886407423,125.705573003,1.08177779618,0.976517191652,0.0,-1.74923779208,-3.36503908238,6.61750798736,-15.6407916056,-23.2941682426,0.0,563.09449218,99.8656857241,100.284795088,100.228930425
275,198.792941975,2.36658264256,5.0399999999999805,-8.98983673628,-0.995385685588,126.287071553,2.30835029094,2.31557408949,0.0,-0.88522328151,-1.1564623604,9.69261144062,-28.6521113337,-28.645520025,0.0,899.626509285,100.234373747,899.707484459,100.906963975
276,198.542397341,2.36359996835,5.0399999999999805,-8.64916271539,9.58557341924,125.874062185,2.34412216881,2.25633889166,0.0,-0.780964179067,3.3490962593,9.45736331027,-28.6516165962,-28.6749121223,0.0,900.451841178,100.120959618,899.729090883,99.8161731223
277,199.257074903,2.37210803456,5.0399999999999805,-8.75105799216,3.64156164078,126.290204149,2.29642478824,2.29048589251,0.0,-0.813491777844,0.730193887235,9.66537021244,-28.6095148527,-28.6549149664,0.0,899.950833841,99.8216633062,898.014684529,100.069792954
278,199.930592506,2.38012610126,5.0399999999999805,-8.7816510901,-3.26424685354,126.402908706,2.25270817161,2.29825359786,0.0,-0.8504467385,-1.80630135171,9.71597255902,-28.6644294723,-28.6636538626,0.0,900.215196809,100.272258595,900.17495037,99.9282010415
279,199.116226989,2.37043127368,5.0399999999999805,-8.79424940944,3.7653120298,126.273446862,2.29484675118,2.26544249064,0.0,-0.833072838626,0.856216451913,9.68591982601,-28.649050408,-28.6820035584,0.0,900.755475358,100.262237637,899.730164016,100.686107637
280,200.062717055,2.38169901256,5.0399999999999805,-8.22320170193,5.96731162208,126.323097469,2.25737364456,2.243850516,0.0,-0.729688094522,1.3430077559,9.6623562539,-28.651876812,-28.6417778402,0.0,899.49060048,100.47082479,899.886890704,100.273872731
281,200.205474792,2.38339850942,5.0399999999999805,-8.47279661766,2.55337324913,126.41326758,2.28345873085,2.26770892025,0.0,-0.778151824522,0.611176200459,9.70757112906,-28.6655731013,-28.6741491655,0.0,900.462263738,99.7727660559,900.172042983,100.047094482
282,199.225770694,2.37173536541,5.0399999999999805,-8.81647575642,1.65600475234,126.311551047,2.28403432137,2.28402725705,0.0,-0.835971013273,-0.0153766835523,9.70787261115,-28.6632721109,-28.6673996099,0.0,900.221036478,100.145441611,900.133451404,100.270049787
283,197.439099821,2.35046547406,5.0399999999999805,-9.67044482757,-7.88147197547,125.47097483,1.89921085409,3.17573209601,0.0,-2.24324350708,-4.68605390626,6.16446820782,-21.4122780941,-21.4287480562,0.0,899.915152875,100.568569361,899.651133704,98.5548536322
284,193.781180705,2.30691881792,5.0399999999999805,-9.53263231355,1.16222769541,123.397007616,5.90008383539,3.35847861776,0.0,-1.40048454353,5.38467319155,0.50355623952,-28.2190549536,-28.6246605962,0.0,899.168312963,100.98233805,895.429786072,100.915245807
285,199.39508973,2.37375106822,5.0399999999999805,-8.41225247746,6.94317481652,126.152752966,2.30070124017,2.27965854586,0.0,-0.739030748741,1.73554500347,9.60292299072,-28.6595797335,-28.6598121643,0.0,900.034099128,99.0757501752,900.056067363,100.015077985
286,199.233922932,2.37183241585,5.0399999999999805,-8.75999481573,4.10647823785,126.257380895,2.30497859067,2.28005101087,0.0,-0.815800028446,0.994025410032,9.6629313156,-28.6564782212,-28.6447736256,0.0,899.568872474,100.606612523,899.78137685,99.4571190128
287,199.073126412,2.36991817157,5.0399999999999805,-8.7397466809,4.66140226707,126.202656633,2.30213636673,2.29497188573,0.0,-0.802203772099,0.923020299471,9.6432003243,-28.6438008885,-28.6594048061,0.0,900.044604654,99.6311184308,899.5931312,100.31466293
288,199.89028433,2.37964624203,5.0399999999999805,-8.45721595061,4.75689047954,126.340755876,2.28750756787,2.22859115234,0.0,-0.783996360698,1.72829133104,9.66254855969,-28.6661779771,-28.6455274155,0.0,899.497176375,99.7348612274,900.4331273,99.7836132675
289,198.876432678,2.36757657949,5.0399999999999805,-8.55292389925,7.18306610404,126.048888391,2.3285663506,2.31737239672,0.0,-0.750086267742,1.95184756037,9.56673705017,-28.6710286087,-28.6532913965,0.0,899.986053135,100.352934624,900.273575243,100.542912768
290,199.472406218,2.37467150259,5.0399999999999805,-8.51472914417,5.97818745528,126.21183543,2.46312283846,2.27275930927,0.0,-0.783025930919,1.55715438445,9.56500176387,-27.7337676499,-28.6473933106,0.0,899.61762861,100.278520395,849.770185458,99.9431923249
291,200.433329411,2.38611106442,5.0399999999999805,-8.82321094225,-6.31451923426,125.712682341,5.91442370008,2.34330496176,0.0,-1.38990636671,-4.19574725501,4.46185756447,-28.3566847696,-28.6512371822,0.0,900.292127202,100.679028209,899.237841652,100.097739586
292,198.462972449,2.36265443392,5.0399999999999805,-8.98140923425,2.49831456723,126.212426228,2.56665403646,2.32526195234,0.0,-0.870351595673,-0.120882765079,9.57576692047,-27.4302306593,-28.6400619593,0.0,899.239755814,99.1948255306,833.405020288,100.54690757
293,198.404679501,2.36196047025,5.0399999999999805,-9.04101709092,-4.24906331831,125.384864839,1.63289349716,4.59313687215,0.0,-0.829086859776,-1.89932137008,3.40766048218,-27.8600467183,-28.3734978086,0.0,900.364291534,99.6276962024,899.17060093,99.0404085972
294,198.368989923,2.36153559433,5.0399999999999805,-8.52998279786,9.22855842057,125.882435716,2.29901717899,2.28996648378,0.0,-0.746459592572,2.3179048337,9.52872145809,-28.6662226825,-28.6631747016,0.0,900.047930179,100.032414792,900.016262972,99.8825317772
295,198.27903085,2.36046465297,5.0399999999999805,-8.94039319091,3.81511005733,126.117138881,2.30635156019,2.34912642818,0.0,-0.822486244479,0.251137064277,9.62397675016,-28.6405575424,-28.6556517521,0.0,899.961896963,99.8381396339,899.198833499,100.32872719
296,199.878410238,2.37950488379,5.0399999999999805,-8.52465525358,0.859639789773,126.395083826,2.25234870198,2.26984427539,0.0,-0.794236716875,-0.650054274332,9.71842658683,-28.6510395,-28.6590160603,0.0,899.881539234,99.7647392245,899.764030308,100.205617236
297,199.984425581,2.38076697121,5.0399999999999805,-8.33782457398,8.41988264678,126.044485098,2.36346486498,2.2625743851,0.0,-0.729174725307,3.3622905816,9.4559925364,-28.6325213656,-28.6714457836,0.0,900.44237799,99.9437612873,899.123096719,99.7057533762
298,200.032023792,2.38133361657,5.0399999999999805,-8.47044621728,3.72484789797,126.336220616,2.26836326054,2.29106046109,0.0,-0.758754883663,0.345429812495,9.67334161577,-28.6630209534,-28.6881583102,0.0,901.024458909,100.455860294,900.233532968,99.9484715478
299,199.684272794,2.37719372374,5.0399999999999805,-8.50832065623,4.59059016104,126.286905007,2.29784635039,2.27375238931,0.0,-0.773613520264,1.17750935856,9.66627150577,-28.6589298459,-28.6589069369,0.0,900.015826571,100.044129825,899.844552703,100.061320873
300,198.911597582,2.36799520931,5.0399999999999805,-8.57883697799,6.83007674597,126.118856268,2.29984577492,2.2641637533,0.0,-0.778991170273,1.9714765337,9.60706983642,-28.6443827511,-28.6622844124,0.0,900.174583317,100.153419795,899.369601068,100.378407197
301,199.509072662,2.37510800788,5.0399999999999805,-8.5033887018,4.46093460829,126.290905444,2.26955584777,2.25509531233,0.0,-0.780360485514,0.75118377114,9.67647089135,-28.6430627459,-28.6725081155,0.0,900.51852341,100.368415641,899.480538188,99.762440403
302,199.207819913,2.37152166563,5.0399999999999805,-8.67994539201,2.4387159917,126.293545852,2.28329891165,2.29225526472,0.0,-0.806514919857,-0.0316686466974,9.69251120475,-28.6485909841,-28.6509439909,0.0,899.65017263,100.452561708,899.762461998,100.086146272
303,199.790629802,2.3784598786,5.0399999999999805,-8.79449988664,-5.43197653788,126.15303542,2.43891803553,2.32774990031,0.0,-0.900147122304,-2.87034777465,9.59576843012,-28.6152794099,-28.6739311441,0.0,900.408833565,99.5300286227,898.781501059,99.7200526128
304,198.813165819,2.36682340261,5.0399999999999805,-8.92627742053,-0.523555002524,126.252527755,2.26597778295,2.32832632673,0.0,-0.851892861171,-1.51320487812,9.66192733532,-28.6516891864,-28.6530216926,0.0,899.887205123,99.7465496764,899.793788501,99.6349155906
305,199.159660179,2.37094833547,5.0399999999999805,-8.73856376905,-0.641846210946,126.222933361,2.26903069163,2.33526841669,0.0,-0.812546143607,-1.81426062068,9.63722732573,-28.6550822744,-28.6587287496,0.0,900.047687542,99.9252378257,900.130267002,100.62961509
306,199.425096709,2.37410829415,5.0399999999999805,-8.55894650469,4.79358579084,126.240871675,2.30781357778,2.28362542192,0.0,-0.77720111753,1.08909939367,9.65155745891,-28.6470077793,-28.6728550534,0.0,900.473373514,99.5240214065,899.63708381,100.872015599
307,199.522252847,2.37526491485,5.0399999999999805,-8.80380747268,-2.04569256864,126.338121172,2.24921007044,2.30742002185,0.0,-0.84355022599,-1.61068207885,9.70800763332,-28.6668890282,-28.6571439657,0.0,899.97410021,99.9589984118,900.05235138,99.808684985
308,198.910014086,2.36797635817,5.0399999999999805,-8.78502757014,3.30318388,126.243160733,2.32298285654,2.30600879598,0.0,-0.821667269152,0.732083949778,9.66452512214,-28.616057097,-28.6104240294,0.0,899.409743102,99.5750407883,899.477646008,100.774149198
309,198.911637563,2.36799568527,5.0399999999999805,-9.05373975597,-2.25679094991,126.214260566,2.47976130033,2.37281374445,0.0,-0.954380341026,-1.74696790265,9.58736055358,-28.1717883394,-28.5471655851,0.0,896.279674101,100.525410073,885.935049715,103.649129305
310,199.123401445,2.37051668387,5.0399999999999805,-8.48472818741,6.6553526226,126.15001851,2.31595699427,2.28034906652,0.0,-0.754257923802,1.86002391951,9.59915181661,-28.6460571537,-28.6533962174,0.0,899.820216874,100.505728932,899.566712576,99.5658067414
311,199.706781713,2.37746168706,5.0399999999999805,-8.45667185835,3.93964953014,126.284177018,2.29662507663,2.2910538153,0.0,-0.759855099232,0.502019658092,9.67301401554,-28.665383423,-28.66118699,0.0,900.038635214,100.570775588,900.223416187,99.6757104372
312,199.457374157,2.37449254949,5.0399999999999805,-8.65722699414,2.74590649123,126.350192169,2.27265851802,2.26438608402,0.0,-0.811807133756,0.367164458326,9.70309679948,-28.644961932,-28.6605278654,0.0,900.10717396,100.259284035,899.5879521,100.089479634
313,198.636361357,2.36471858759,5.0399999999999805,-8.68243016563,6.56094807298,126.072795204,2.32073779473,2.29792283388,0.0,-0.783743671106,1.77770284306,9.59689160197,-28.6695778534,-28.6475595318,0.0,899.714746135,100.232199283,900.396124044,100.292678602
314,198.159011755,2.35903585423,5.0399999999999805,-8.73581789203,7.4087256133,125.947057349,2.35708788396,2.32732514897,0.0,-0.779566638421,2.06946995761,9.54209297877,-28.6515206377,-28.6405106482,0.0,899.434498246,99.7240409107,899.612833926,99.9147908076
315,198.755842405,2.36614098101,5.0399999999999805,-8.67226292016,6.07556068776,126.150516186,2.29069637243,2.27023917352,0.0,-0.79669905805,1.43013933563,9.62808022168,-28.6355020949,-28.6610640945,0.0,899.890469127,99.8779315515,899.168804327,99.377469593
316,199.075485783,2.36994625932,5.0399999999999805,-8.80144944572,0.13525376932,126.255893206,2.3561960015,2.34071140358,0.0,-0.846173138234,-0.94175744162,9.65529902802,-28.4893277736,-28.6174449992,0.0,900.253258882,99.7914943465,898.802047047,100.928567695
317,199.582061044,2.37597691719,5.0399999999999805,-8.58668057263,3.72728188439,126.344731975,2.25467486862,2.26661872505,0.0,-0.790976258261,0.693638058647,9.69400314207,-28.6803901852,-28.6709614512,0.0,900.351469515,99.0623862084,900.649161055,99.5111411213
318,198.678819316,2.36522403947,5.0399999999999805,-8.77219519015,0.989799808143,126.024735471,0.042220057791,5.50197434353,0.0,-1.22610356856,0.21784924149,8.88548270253,-25.4284775756,-26.5034899061,0.0,786.817533732,103.307550705,721.190139245,105.183656004
319,198.613235303,2.36444327741,5.0399999999999805,-8.94534411602,1.43900189709,126.140430299,2.46148449169,3.22221891818,0.0,-0.685488338249,-1.93897128216,8.83686618632,-28.4280940502,-28.0699362846,0.0,883.337470757,101.218584786,892.823662275,103.404122021
320,199.327104719,2.37294172284,5.0399999999999805,-8.8609392751,-1.43782581656,126.244384342,2.55634852345,2.49471821503,0.0,-0.899542262306,-1.42711779052,9.54121608719,-28.2939003547,-28.4676845386,0.0,892.693343284,101.131895334,886.66801798,103.063852115
321,198.335590313,2.36113797992,5.0399999999999805,-9.24625350175,-7.94571835945,125.965112638,2.26247439562,2.35953046373,0.0,-0.942037212968,-4.07849264466,9.52698727946,-28.6474324174,-28.6562782971,0.0,899.777946216,100.063529953,899.700617158,100.046702585
322,198.73883853,2.36593855392,5.0399999999999805,-9.10372808757,0.166706697586,125.750711339,4.08086376197,2.90681560728,0.0,-0.955373785724,-2.59946998608,5.5040819725,-18.9102666418,-18.2525259556,0.0,867.462943963,103.286889301,845.930538161,102.36458951
323,198.168980764,2.3591545329,5.0399999999999805,-10.3986638831,-1.72859965563,125.410417599,5.04256658164,1.41723404526,0.0,-4.71835012866,1.18857081878,4.88115029196,-14.3096261217,-14.1503848985,0.0,184.109562992,645.599103391,189.117825444,559.209722671
324,199.210794867,2.37155708175,5.0399999999999805,-8.74295302031,4.42328683983,126.238801132,2.32998268388,2.28202969854,0.0,-0.811258250426,1.51028228569,9.63641934252,-28.6551289785,-28.6718581174,0.0,900.329782718,98.9960654387,900.104282134,100.242777872
325,199.04682114,2.36960501357,5.0399999999999805,-8.6838648288,3.10132450317,126.268805207,2.29011632664,2.28308232723,0.0,-0.808219519858,0.153024874894,9.68312074424,-28.6606612356,-28.6666062266,0.0,900.192151609,100.376817589,900.203896408,99.744073951
326,199.113106559,2.3703941257,5.0399999999999805,-8.88238430054,1.08630668789,126.29965855,2.32938576572,2.48973682137,0.0,-0.760637246489,-0.680857391412,9.58830332725,-28.5462642424,-28.3764590911,0.0,898.98062322,100.107831503,899.048497626,100.126624985
327,197.534356822,2.35159948597,5.0399999999999805,-8.32559403108,13.5699864612,125.401905346,2.34187548187,2.27959301912,0.0,-0.695580164118,4.2332363139,9.29881565847,-28.6729102959,-28.6503411167,0.0,899.707121218,100.065007022,900.306265752,99.7947192613
328,197.511680972,2.35132953538,5.0399999999999805,-9.53927186501,-10.1066669886,125.830659591,2.35410716172,2.30883364327,0.0,-1.06337359499,-3.63194460684,9.61721729334,-28.5851272635,-28.6694021589,0.0,900.161619733,99.6786491048,896.994155265,100.197196528
329,199.108175849,2.37033542677,5.0399999999999805,-8.75649010796,0.945282826654,126.217974131,2.67104542777,2.54690753823,0.0,-0.734412540395,-0.163946837802,9.50382910701,-28.6365710482,-28.6398294964,0.0,899.948688203,101.101359103,899.627598777,99.9643870429
330,198.708511565,2.36557751863,5.0399999999999805,-9.20198569639,-6.3893399228,126.086581044,2.55412455201,2.33850817911,0.0,-1.01159983511,-2.39475166111,9.58558484871,-28.5069301273,-28.6666413169,0.0,900.18735266,99.7946223834,893.893364161,100.608705935
331,199.96332962,2.38051582881,5.0399999999999805,-8.50761002553,3.29725132307,126.406489083,2.25873008253,2.25911844028,0.0,-0.784773147965,0.549605844062,9.70380817939,-28.6576600112,-28.6662091528,0.0,900.403295034,99.6764997052,899.912933414,99.6351758999
332,199.856624362,2.37924552812,5.0399999999999805,-8.61674426119,3.65780112199,126.34543825,2.27645512469,2.28064375834,0.0,-0.791466223652,0.898636751554,9.6788097233,-28.6700563817,-28.6541629681,0.0,899.864661899,99.5502392285,900.355059692,99.7241465851
333,199.118893049,2.37046301248,5.0399999999999805,-8.8098047946,4.53701387802,126.216052176,2.31524088913,2.28730597428,0.0,-0.822168975101,1.15388685503,9.64776645208,-28.6494597521,-28.6502523969,0.0,899.581968689,100.14792098,899.67315503,99.7397100414
334,199.18124538,2.37120530215,5.0399999999999805,-8.32207540905,8.70786449814,126.01402055,2.33103570668,2.27236342538,0.0,-0.722200825133,2.63864560355,9.52937472742,-28.6571085833,-28.64859264,0.0,899.739428715,100.066800639,899.94161744,99.8767953464
335,199.284093134,2.37242968017,5.0399999999999805,-8.31981074986,9.56772440362,125.951222272,2.31842300344,2.27367423592,0.0,-0.717027596198,2.98988928423,9.48759642707,-28.6539287519,-28.6559746116,0.0,899.804966308,99.9403288356,899.819542495,100.151654623
336,200.091210441,2.38203821953,5.0399999999999805,-8.47358108315,1.47330267991,126.422504428,2.2810346588,2.2761271948,0.0,-0.786155180986,-0.233552601813,9.7092744074,-28.6544382065,-28.6477735552,0.0,899.622018381,99.6393618693,899.968678248,99.8899092446
337,198.411534498,2.36204207735,5.0399999999999805,-8.83329322977,6.85818236126,126.041266288,2.32578230145,2.28307890939,0.0,-0.81310486148,2.11345097631,9.5778055888,-28.6556080665,-28.6869251095,0.0,900.846234644,99.1361323645,899.900146095,100.354791823
338,199.516498607,2.37519641199,5.0399999999999805,-8.68887950144,2.43411234759,126.364211814,2.26809883156,2.26713126777,0.0,-0.81997192173,0.350858726003,9.71002435026,-28.6554922075,-28.6628524716,0.0,899.997228382,99.7011414486,900.013276472,99.8960384214
339,199.005551521,2.36911370858,5.0399999999999805,-8.93360486008,-0.86379808103,126.255908487,2.29680418473,2.33610253511,0.0,-0.850746734481,-1.32633603223,9.67689399812,-28.6466068391,-28.6551629801,0.0,899.80776945,100.276193288,899.703169721,100.890333959
340,198.939676108,2.36832947748,5.0399999999999805,-8.70985591515,3.10091226079,126.206867833,2.30859605172,2.33095451747,0.0,-0.793239431453,0.122010552654,9.65303447132,-28.6421267512,-28.6433264516,0.0,899.837297653,100.70632164,899.539624086,100.123375428
341,198.553321174,2.36373001398,5.0399999999999805,-8.85327943927,4.33078179486,126.180056729,2.29059001555,2.28132893429,0.0,-0.83391711711,0.674495352355,9.66499454512,-28.6578301464,-28.6704365132,0.0,900.396929903,100.104374957,899.918773652,99.5115268983
342,199.333298729,2.37301546106,5.0399999999999805,-8.6928726477,2.17846623177,126.263759436,2.29580096923,2.33114143363,0.0,-0.795557947797,-0.348004168277,9.66194263527,-28.6497227227,-28.6503519667,0.0,899.75159978,100.097563565,899.709010425,100.723481617
343,200.008874666,2.38105803174,5.0399999999999805,-8.60962030085,-0.48811715598,126.429533382,2.23794161365,2.27904697777,0.0,-0.816309503481,-1.06048753945,9.73295165148,-28.6895286431,-28.6556974884,0.0,899.880988554,99.9280508872,900.871887482,99.8408161484
344,199.778842804,2.37831955718,5.0399999999999805,-8.453171693,5.43967382843,126.282757692,2.29530192806,2.27071738686,0.0,-0.758071045918,1.49257371509,9.64605792306,-28.6774846981,-28.6678953836,0.0,900.222271155,99.7768582905,900.606703623,100.204281526
345,200.333785219,2.38492601451,5.0399999999999805,-8.41805479331,3.01310673601,126.409400494,2.28340601037,2.27484040234,0.0,-0.762552514371,0.380793984672,9.69404950938,-28.645550102,-28.6760354116,0.0,900.575496244,99.6685233277,899.459040856,99.737437853
346,199.490973023,2.37489253599,5.0399999999999805,-8.55960875037,4.43537446671,126.316337715,2.29205473304,2.25977242307,0.0,-0.790250935411,1.10015103909,9.6733322759,-28.6429841474,-28.6596335846,0.0,900.179447457,100.621046113,899.488385565,99.913785187
347,198.425536569,2.36220876867,5.0399999999999805,-8.86518944716,6.32507480648,126.062410948,2.35715011613,2.29120446788,0.0,-0.820449191591,2.42551020458,9.54471654019,-28.6500277031,-28.6433280637,0.0,899.563592333,100.674473158,899.634850479,99.5716810274
348,199.635507809,2.37661318821,5.0399999999999805,-8.24895627375,7.80412840578,126.153944873,2.27407469644,2.25125930446,0.0,-0.721414179479,2.1517569722,9.5962907052,-28.6659476279,-28.6501444163,0.0,899.704764757,99.6623151831,900.167802465,100.207999281
349,199.188386696,2.37129031781,5.0399999999999805,-8.67912024926,5.53935306011,126.186328768,2.30991924805,2.29247005337,0.0,-0.790656355404,1.67265005882,9.61666216042,-28.6626332791,-28.631939026,0.0,899.032623035,100.342885115,900.016822877,99.6083884184
350,199.933820374,2.38016452826,5.0399999999999805,-8.21768302187,9.22988882305,126.038043195,2.31461645013,2.26217191012,0.0,-0.703536414904,2.84170843894,9.51204931416,-28.6562024087,-28.6538327809,0.0,899.76513694,99.3997386769,899.92053028,99.4929932573
351,200.158922427,2.38284431461,5.0399999999999805,-8.72779908408,-1.5169129578,126.473422612,2.24960134952,2.24831893043,0.0,-0.852661080003,-1.04886476062,9.76103966788,-28.666071646,-28.6739664008,0.0,900.455037984,100.305563734,900.267570354,99.3740292156
352,199.70235897,2.37740903536,5.0399999999999805,-8.51817562465,4.66008296057,126.326589823,2.27350414368,2.24913321478,0.0,-0.78353243771,1.20626561937,9.67435397343,-28.6705426848,-28.6621988597,0.0,900.088473494,100.138832866,900.39482093,100.39089678
353,199.979985553,2.38071411373,5.0399999999999805,-8.52137748228,2.80602104642,126.395880499,2.29848105055,2.25375055995,0.0,-0.792281820713,0.73733232102,9.70573009944,-28.6634957971,-28.6480269007,0.0,899.425901669,100.007950612,900.174419413,100.226500598
354,199.033684126,2.36944862055,5.0399999999999805,-9.01034430203,-2.26329779925,126.303037012,2.29492396235,2.29835326143,0.0,-0.889227915132,-1.01870248821,9.72795062014,-28.6546770563,-28.6581812639,0.0,899.903613426,100.053415722,899.833842321,99.9188661974
355,200.288090318,2.3843820276,5.0399999999999805,-8.3279975103,4.05917865228,126.376213091,2.2621788384,2.26085169131,0.0,-0.747625318793,0.520639453231,9.69459124767,-28.6656243559,-28.6579629431,0.0,899.899987394,99.85952987,900.328317002,99.857124846
356,199.552257637,2.37562211472,5.0399999999999805,-8.66448370718,3.74264760564,126.321539336,2.30452487056,2.25117720847,0.0,-0.814459914545,1.38041390009,9.67830797102,-28.6672849637,-28.6656047185,0.0,900.038653597,99.4971450952,900.30252452,100.142161435
357,197.283411899,2.34861204642,5.0399999999999805,-8.04893349946,13.6677558315,125.427056117,2.30661800857,2.2716212773,0.0,-0.653510937345,3.68337522209,9.36327402651,-28.6468452714,-28.6560638729,0.0,899.979163148,100.235554269,899.499546027,99.8032494113
358,198.883347973,2.36765890444,5.0399999999999805,-9.03369560867,-4.19473385407,126.220475113,2.31883098495,2.29990677956,0.0,-0.912914421561,-1.95500110339,9.70345110209,-28.6543537248,-28.6637441711,0.0,900.23142345,100.464736316,899.979410521,99.4640902451
359,199.268808973,2.37224772587,5.0399999999999805,-8.68720989953,3.72404367659,126.283798796,2.28916817029,2.29220980897,0.0,-0.800363862817,0.608321154126,9.67253363733,-28.6524057487,-28.658685586,0.0,900.042886141,100.540763642,899.864123696,99.8173916862
360,199.679577021,2.37713782168,5.0399999999999805,-8.45482637143,6.48667601944,126.154394395,2.3260286607,2.28362767076,0.0,-0.750377035542,2.11544261509,9.58446562007,-28.6535465759,-28.6642584755,0.0,900.264933777,100.017203221,899.754052525,99.8444627302
361,198.39936456,2.36189719714,5.0399999999999805,-9.08281091358,1.62980909834,126.223058824,2.29849492949,2.32916075518,0.0,-0.86955857168,-0.198123055561,9.67552696411,-28.6800331217,-28.6586476664,0.0,900.207738061,100.360439344,900.760987908,100.043315271
362,199.523489849,2.37527964105,5.0399999999999805,-9.18291301709,1.05060612295,125.274188082,1.66259102443,5.68629927044,0.0,-2.99265451046,2.17839112729,2.85968931846,-27.5857976954,-27.0423220203,0.0,900.010316397,99.9214660729,899.657684622,100.158232332
363,199.038250537,2.36950298258,5.0399999999999805,-8.83953636083,1.64550209949,126.281798056,2.27584538857,2.31623049844,0.0,-0.827680389372,-0.348826458414,9.68376547218,-28.6731509294,-28.6650647524,0.0,900.337101757,100.298803279,900.450977562,100.299863688
364,198.504096827,2.36314400984,5.0399999999999805,-9.10432320887,1.45005534477,126.224224806,2.33865780275,2.33651938699,0.0,-0.874548993766,0.0282607533476,9.67366613804,-28.6402128906,-28.6670906265,0.0,900.40431432,100.091542962,899.63420175,100.077409513
365,199.617109534,2.37639416112,5.0399999999999805,-8.98310162313,-0.639811870156,126.247841973,2.26673321789,1.57129574258,0.0,-2.1646717831,1.69097280266,9.41130106862,-10.8000825278,-10.8133767584,0.0,99.9535953902,900.234693849,100.196956476,900.603483068
366,200.504197677,2.38695473426,5.0399999999999805,-8.14863228656,6.47982875578,126.272928251,2.26791486006,2.26513320475,0.0,-0.70304978315,1.42490173053,9.6386630098,-28.6622665223,-28.6491251671,0.0,899.793048312,99.8409139777,900.026052976,99.9644386372
367,199.29455385,2.3725542125,5.0399999999999805,-8.54880753474,3.86157387813,126.219071269,2.31465101145,2.33493939343,0.0,-0.759928632009,0.3659919133,9.64540464474,-28.652878738,-28.6530633149,0.0,899.688104537,100.240356403,899.75259259,100.066857005
368,198.631467387,2.36466032603,5.0399999999999805,-8.19623549459,11.7620466451,125.71178765,2.33217025579,2.26499841908,0.0,-0.689234406818,3.56266446623,9.40872087327,-28.6494189042,-28.6635954494,0.0,900.017027919,99.9909719845,899.813480281,99.5754766869
369,200.496602868,2.38686431986,5.0399999999999805,-8.25290362171,3.67874740226,126.346791441,2.30136987537,2.32079509506,0.0,-0.713353373164,0.326200639131,9.66079646072,-28.6516058145,-28.6364763378,0.0,899.328280248,100.564703603,899.837652538,100.051628869
370,199.268956204,2.37224947862,5.0399999999999805,-8.40528278812,7.34137217431,126.115411646,2.31236265717,2.26701947807,0.0,-0.746122491569,2.20071374337,9.58323980927,-28.6698185559,-28.6617983045,0.0,900.113818945,100.245789435,900.366908109,99.3223942671
